0,1,2,3,4
1.0,0.0,60.0,76.29170227050781,1.0
3.0,0.0,36.0,15.899999618530273,3.0
1.0,1.0,24.0,60.0,2.0
2.0,1.0,27.0,15.033300399780273,1.0
2.0,0.0,20.0,23.0,4.0
1.0,0.0,28.0,263.0,6.0
2.0,1.0,30.0,15.57919979095459,1.0
3.0,1.0,10.0,29.125,6.0
3.0,1.0,35.0,7.8958001136779785,1.0
3.0,1.0,25.0,7.650000095367432,1.0
3.0,1.0,30.0,16.100000381469727,2.0
1.0,0.0,36.0,262.375,1.0
3.0,1.0,17.0,7.8958001136779785,1.0
2.0,1.0,32.0,13.5,1.0
3.0,1.0,18.0,7.75,1.0
3.0,0.0,22.0,7.724999904632568,1.0
1.0,1.0,13.0,262.375,5.0
2.0,0.0,30.0,21.0,1.0
3.0,0.0,18.0,7.879199981689453,1.0
1.0,1.0,47.0,42.400001525878906,1.0
1.0,1.0,31.0,28.537500381469727,1.0
1.0,0.0,60.0,263.0,6.0
3.0,0.0,24.0,7.75,1.0
3.0,1.0,21.0,7.8958001136779785,1.0
3.0,0.0,29.0,7.925000190734863,1.0
1.0,1.0,28.0,27.720800399780273,1.0
1.0,0.0,35.0,211.5,1.0
1.0,1.0,32.0,211.5,1.0
3.0,1.0,30.0,8.050000190734863,1.0
1.0,0.0,55.0,25.700000762939453,3.0
2.0,1.0,30.0,13.0,1.0
3.0,0.0,24.0,7.75,1.0
3.0,1.0,6.0,15.245800018310547,3.0
1.0,1.0,67.0,221.77920532226562,2.0
1.0,1.0,49.0,26.0,1.0
3.0,1.0,30.0,7.8958001136779785,1.0
2.0,1.0,30.0,10.70829963684082,1.0
3.0,1.0,30.0,14.45419979095459,2.0
3.0,0.0,27.0,7.879199981689453,1.0
3.0,0.0,18.0,8.050000190734863,1.0
3.0,0.0,30.0,7.75,1.0
2.0,1.0,2.0,23.0,3.0
3.0,0.0,22.0,13.899999618530273,2.0
3.0,1.0,30.0,7.775000095367432,1.0
1.0,0.0,27.0,52.0,4.0
3.0,1.0,30.0,8.050000190734863,1.0
1.0,1.0,25.0,26.0,1.0
3.0,1.0,25.0,7.79580020904541,1.0
1.0,0.0,76.0,78.8499984741211,2.0
3.0,1.0,29.0,7.925000190734863,1.0
3.0,0.0,20.0,7.8541998863220215,1.0
3.0,1.0,33.0,8.050000190734863,1.0
1.0,0.0,43.0,55.44169998168945,2.0
2.0,1.0,27.0,26.0,2.0
3.0,1.0,30.0,7.75,1.0
3.0,1.0,26.0,7.775000095367432,1.0
3.0,0.0,16.0,8.51669979095459,3.0
3.0,1.0,28.0,22.524999618530273,1.0
3.0,1.0,21.0,7.820799827575684,1.0
3.0,1.0,30.0,7.75,1.0
3.0,1.0,30.0,8.712499618530273,1.0
2.0,1.0,18.0,13.0,1.0
2.0,1.0,41.0,15.04580020904541,1.0
3.0,0.0,30.0,7.779200077056885,1.0
1.0,0.0,36.0,31.67919921875,1.0
3.0,0.0,18.0,7.283299922943115,1.0
1.0,0.0,63.0,221.77920532226562,2.0
3.0,1.0,18.0,14.45419979095459,2.0
3.0,1.0,30.0,6.4375,1.0
3.0,0.0,1.0,16.700000762939453,3.0
1.0,1.0,36.0,75.24169921875,1.0
2.0,0.0,29.0,26.0,2.0
2.0,0.0,12.0,15.75,1.0
3.0,1.0,30.0,7.75,2.0
1.0,0.0,35.0,57.75,2.0
3.0,1.0,28.0,7.25,1.0
3.0,1.0,30.0,7.75,1.0
3.0,0.0,17.0,16.100000381469727,2.0
3.0,1.0,22.0,7.79580020904541,1.0
3.0,0.0,30.0,23.25,3.0
2.0,1.0,42.0,13.0,1.0
3.0,1.0,24.0,8.050000190734863,1.0
3.0,1.0,32.0,8.050000190734863,1.0
1.0,1.0,53.0,28.5,1.0
3.0,0.0,30.0,25.466699600219727,5.0
3.0,1.0,30.0,6.4375,2.0
3.0,1.0,43.0,7.8958001136779785,1.0
3.0,1.0,24.0,7.8541998863220215,1.0
3.0,1.0,26.0,7.224999904632568,1.0
2.0,1.0,26.0,13.0,1.0
3.0,0.0,23.0,8.050000190734863,1.0
3.0,1.0,40.0,46.900001525878906,8.0
3.0,0.0,10.0,46.900001525878906,8.0
1.0,0.0,33.0,151.5500030517578,1.0
1.0,1.0,61.0,262.375,5.0
2.0,1.0,28.0,26.0,1.0
1.0,1.0,42.0,26.549999237060547,1.0
3.0,1.0,31.0,18.0,4.0
1.0,1.0,30.0,51.86249923706055,1.0
3.0,1.0,22.0,8.050000190734863,1.0
1.0,1.0,30.0,26.549999237060547,1.0
2.0,1.0,30.0,26.0,3.0
1.0,0.0,23.0,83.1583023071289,2.0
3.0,1.0,30.0,7.8958001136779785,1.0
3.0,1.0,60.0,,1.0
3.0,0.0,36.0,12.183300018310547,3.0
3.0,1.0,13.0,31.387500762939453,7.0
3.0,1.0,24.0,7.550000190734863,1.0
1.0,0.0,29.0,221.77920532226562,1.0
3.0,0.0,23.0,7.8541998863220215,1.0
1.0,1.0,42.0,26.549999237060547,1.0
3.0,0.0,26.0,13.774999618530273,3.0
3.0,0.0,30.0,7.73330020904541,1.0
3.0,1.0,7.0,15.245800018310547,3.0
2.0,0.0,26.0,13.5,1.0
3.0,1.0,30.0,7.0,1.0
2.0,1.0,41.0,13.0,1.0
3.0,0.0,26.0,22.024999618530273,3.0
1.0,1.0,48.0,50.49580001831055,1.0
3.0,1.0,18.0,34.375,5.0
1.0,0.0,30.0,27.720800399780273,1.0
3.0,0.0,22.0,8.962499618530273,1.0
3.0,1.0,30.0,7.550000190734863,1.0
3.0,1.0,27.0,7.224999904632568,1.0
3.0,1.0,23.0,13.899999618530273,2.0
3.0,1.0,30.0,7.2291998863220215,1.0
3.0,1.0,40.0,31.387500762939453,7.0
2.0,0.0,15.0,39.0,3.0
2.0,0.0,20.0,36.75,1.0
1.0,1.0,54.0,55.44169998168945,2.0
2.0,0.0,36.0,39.0,4.0
1.0,0.0,64.0,83.1583023071289,3.0
2.0,1.0,30.0,13.0,1.0
1.0,1.0,37.0,83.1583023071289,3.0
1.0,0.0,18.0,53.099998474121094,2.0
3.0,1.0,30.0,7.75,1.0
1.0,0.0,27.0,247.5207977294922,3.0
2.0,1.0,40.0,16.0,1.0
2.0,0.0,21.0,21.0,2.0
3.0,1.0,17.0,8.050000190734863,3.0
3.0,0.0,30.0,69.55000305175781,11.0
2.0,1.0,40.0,13.0,1.0
2.0,1.0,34.0,26.0,2.0
1.0,1.0,30.0,26.0,1.0
3.0,1.0,11.0,14.5,3.0
2.0,1.0,61.0,12.350000381469727,1.0
2.0,1.0,8.0,32.5,3.0
3.0,1.0,33.0,7.8541998863220215,1.0
1.0,1.0,6.0,134.5,3.0
3.0,0.0,18.0,7.775000095367432,1.0
2.0,1.0,23.0,10.5,1.0
3.0,0.0,30.0,8.112500190734863,1.0
3.0,0.0,30.0,15.5,1.0
3.0,1.0,0.0,14.399999618530273,3.0
1.0,1.0,47.0,227.52499389648438,2.0
2.0,0.0,8.0,26.0,3.0
2.0,1.0,25.0,10.5,1.0
1.0,1.0,30.0,25.74169921875,1.0
3.0,0.0,35.0,7.75,1.0
2.0,1.0,24.0,10.5,1.0
1.0,0.0,33.0,27.720800399780273,1.0
3.0,1.0,25.0,7.8958001136779785,1.0
3.0,1.0,32.0,22.524999618530273,1.0
3.0,1.0,30.0,7.050000190734863,1.0
2.0,1.0,17.0,73.5,1.0
2.0,0.0,60.0,26.0,2.0
3.0,0.0,38.0,7.775000095367432,7.0
1.0,1.0,42.0,42.5,1.0
3.0,0.0,30.0,7.879199981689453,1.0
1.0,1.0,57.0,164.86669921875,3.0
1.0,0.0,50.0,211.5,3.0
3.0,1.0,30.0,8.050000190734863,1.0
2.0,0.0,30.0,13.85830020904541,2.0
3.0,1.0,21.0,8.050000190734863,1.0
2.0,0.0,22.0,10.5,1.0
3.0,1.0,21.0,7.79580020904541,1.0
1.0,0.0,53.0,27.44580078125,1.0
3.0,0.0,30.0,15.245800018310547,3.0
3.0,1.0,23.0,7.79580020904541,1.0
3.0,0.0,30.0,7.75,1.0
3.0,1.0,40.0,15.100000381469727,1.0
2.0,1.0,36.0,13.0,1.0
2.0,1.0,14.0,65.0,1.0
1.0,0.0,21.0,26.549999237060547,1.0
3.0,1.0,21.0,6.495800018310547,2.0
3.0,1.0,30.0,7.879199981689453,1.0
1.0,1.0,39.0,71.2833023071289,2.0
3.0,1.0,20.0,7.8541998863220215,1.0
1.0,1.0,64.0,75.25,2.0
3.0,1.0,20.0,7.224999904632568,1.0
2.0,0.0,18.0,13.0,3.0
1.0,0.0,48.0,106.42500305175781,2.0
1.0,0.0,55.0,27.720800399780273,1.0
2.0,0.0,45.0,30.0,3.0
1.0,1.0,45.0,134.5,3.0
3.0,1.0,30.0,7.887499809265137,1.0
3.0,1.0,30.0,23.450000762939453,4.0
1.0,1.0,41.0,51.86249923706055,2.0
2.0,0.0,22.0,21.0,1.0
2.0,1.0,42.0,32.5,3.0
2.0,0.0,29.0,26.0,2.0
3.0,0.0,30.0,14.45419979095459,2.0
2.0,0.0,0.0,27.75,4.0
3.0,1.0,20.0,7.925000190734863,1.0
1.0,1.0,27.0,136.77920532226562,2.0
3.0,1.0,24.0,9.324999809265137,1.0
3.0,1.0,32.0,9.5,1.0
3.0,1.0,30.0,7.550000190734863,1.0
3.0,1.0,30.0,7.75,1.0
3.0,1.0,28.0,8.050000190734863,1.0
2.0,0.0,19.0,13.0,1.0
3.0,1.0,21.0,7.775000095367432,1.0
3.0,1.0,36.0,17.399999618530273,2.0
3.0,1.0,21.0,7.8541998863220215,1.0
2.0,0.0,29.0,23.0,3.0
3.0,0.0,1.0,12.183300018310547,3.0
2.0,1.0,30.0,12.737500190734863,1.0
3.0,1.0,30.0,7.8958001136779785,1.0
1.0,1.0,30.0,0.0,1.0
3.0,1.0,30.0,7.550000190734863,1.0
3.0,0.0,30.0,8.050000190734863,1.0
3.0,1.0,17.0,8.662500381469727,1.0
1.0,1.0,46.0,75.24169921875,1.0
3.0,1.0,30.0,7.75,1.0
1.0,0.0,26.0,136.77920532226562,2.0
3.0,0.0,30.0,15.5,2.0
3.0,1.0,30.0,7.224999904632568,1.0
2.0,0.0,20.0,26.0,2.0
2.0,1.0,28.0,10.5,1.0
2.0,1.0,40.0,26.0,2.0
2.0,1.0,30.0,21.0,2.0
2.0,1.0,22.0,10.5,1.0
3.0,0.0,23.0,8.662500381469727,1.0
3.0,1.0,0.0,13.774999618530273,3.0
3.0,0.0,30.0,7.75,1.0
3.0,0.0,9.0,15.245800018310547,3.0
3.0,0.0,2.0,20.212499618530273,3.0
3.0,1.0,36.0,7.25,1.0
3.0,1.0,30.0,7.25,1.0
1.0,1.0,24.0,82.2667007446289,2.0
3.0,1.0,30.0,7.2291998863220215,1.0
3.0,1.0,30.0,8.050000190734863,1.0
1.0,1.0,30.0,39.599998474121094,1.0
3.0,0.0,30.0,6.949999809265137,1.0
3.0,1.0,30.0,7.2291998863220215,1.0
1.0,1.0,53.0,81.8582992553711,3.0
3.0,1.0,36.0,9.5,1.0
3.0,1.0,26.0,7.8958001136779785,1.0
2.0,0.0,1.0,41.579200744628906,4.0
3.0,1.0,30.0,21.67919921875,3.0
1.0,1.0,30.0,45.5,1.0
3.0,1.0,29.0,7.8541998863220215,1.0
3.0,1.0,32.0,7.775000095367432,1.0
2.0,1.0,30.0,15.04580020904541,1.0
2.0,1.0,43.0,21.0,2.0
3.0,1.0,24.0,8.662500381469727,1.0
3.0,0.0,30.0,7.75,1.0
1.0,0.0,64.0,26.549999237060547,3.0
1.0,1.0,30.0,151.5500030517578,4.0
3.0,1.0,0.0,9.350000381469727,2.0
1.0,1.0,55.0,93.5,3.0
3.0,0.0,45.0,14.10830020904541,2.0
3.0,1.0,18.0,8.662500381469727,1.0
3.0,1.0,22.0,7.224999904632568,1.0
3.0,1.0,30.0,7.574999809265137,1.0
3.0,0.0,37.0,7.75,1.0
1.0,0.0,55.0,135.63330078125,1.0
3.0,0.0,17.0,7.73330020904541,1.0
1.0,1.0,57.0,146.5207977294922,2.0
2.0,1.0,19.0,10.5,1.0
3.0,1.0,27.0,7.8541998863220215,1.0
2.0,1.0,22.0,31.5,3.0
3.0,1.0,26.0,7.775000095367432,1.0
3.0,1.0,25.0,7.2291998863220215,1.0
2.0,1.0,26.0,13.0,1.0
1.0,1.0,33.0,26.549999237060547,1.0
1.0,0.0,39.0,211.33749389648438,1.0
3.0,1.0,23.0,7.050000190734863,1.0
2.0,0.0,12.0,39.0,4.0
1.0,1.0,46.0,79.19999694824219,1.0
2.0,1.0,29.0,26.0,2.0
2.0,1.0,21.0,13.0,1.0
2.0,0.0,48.0,36.75,3.0
1.0,1.0,39.0,29.700000762939453,1.0
3.0,1.0,30.0,7.224999904632568,1.0
3.0,0.0,19.0,15.741700172424316,3.0
3.0,1.0,27.0,7.8958001136779785,1.0
1.0,1.0,30.0,26.0,1.0
2.0,1.0,32.0,13.0,1.0
3.0,1.0,39.0,7.2291998863220215,3.0
2.0,1.0,25.0,31.5,1.0
3.0,1.0,30.0,7.2291998863220215,1.0
2.0,1.0,18.0,10.5,1.0
3.0,1.0,32.0,7.57919979095459,1.0
3.0,1.0,30.0,69.55000305175781,11.0
1.0,0.0,58.0,512.3292236328125,2.0
3.0,1.0,30.0,14.5,3.0
3.0,0.0,16.0,7.650000095367432,1.0
2.0,1.0,26.0,13.0,1.0
3.0,0.0,38.0,7.2291998863220215,1.0
2.0,1.0,24.0,13.5,1.0
2.0,0.0,31.0,21.0,1.0
1.0,0.0,45.0,63.358299255371094,2.0
2.0,1.0,25.0,10.5,1.0
2.0,1.0,18.0,73.5,1.0
2.0,1.0,49.0,65.0,4.0
3.0,0.0,0.0,20.575000762939453,4.0
1.0,1.0,50.0,26.0,1.0
1.0,0.0,59.0,51.47919845581055,3.0
3.0,1.0,30.0,7.879199981689453,1.0
3.0,1.0,30.0,7.75,1.0
3.0,0.0,30.0,15.550000190734863,2.0
3.0,1.0,14.0,69.55000305175781,11.0
2.0,0.0,24.0,37.00419998168945,3.0
2.0,0.0,31.0,21.0,1.0
3.0,1.0,27.0,8.662500381469727,1.0
1.0,0.0,25.0,55.44169998168945,2.0
3.0,0.0,30.0,69.55000305175781,11.0
3.0,1.0,30.0,14.45829963684082,2.0
3.0,0.0,22.0,39.6875,1.0
1.0,0.0,45.0,59.400001525878906,2.0
2.0,1.0,29.0,13.85830020904541,1.0
2.0,1.0,21.0,11.5,2.0
1.0,0.0,31.0,134.5,1.0
1.0,1.0,49.0,0.0,1.0
2.0,1.0,44.0,13.0,1.0
1.0,0.0,54.0,81.8582992553711,3.0
1.0,0.0,45.0,262.375,1.0
3.0,0.0,22.0,8.662500381469727,3.0
2.0,1.0,21.0,11.5,1.0
1.0,1.0,55.0,50.0,1.0
3.0,1.0,5.0,31.387500762939453,7.0
3.0,1.0,30.0,7.75,1.0
3.0,1.0,26.0,7.879199981689453,1.0
3.0,0.0,30.0,14.5,1.0
3.0,0.0,19.0,16.100000381469727,2.0
2.0,1.0,30.0,12.875,1.0
2.0,0.0,24.0,65.0,4.0
3.0,1.0,24.0,7.775000095367432,1.0
2.0,1.0,57.0,13.0,1.0
3.0,1.0,21.0,7.75,1.0
3.0,1.0,6.0,21.075000762939453,5.0
1.0,1.0,23.0,93.5,1.0
1.0,0.0,51.0,39.400001525878906,2.0
3.0,1.0,13.0,20.25,3.0
2.0,1.0,47.0,10.5,1.0
3.0,1.0,29.0,22.024999618530273,5.0
1.0,0.0,18.0,60.0,2.0
3.0,1.0,24.0,7.25,1.0
1.0,0.0,48.0,79.19999694824219,3.0
3.0,1.0,22.0,7.775000095367432,1.0
3.0,1.0,31.0,7.73330020904541,1.0
1.0,0.0,30.0,164.86669921875,1.0
2.0,1.0,38.0,21.0,2.0
1.0,0.0,22.0,59.400001525878906,2.0
1.0,1.0,17.0,47.099998474121094,1.0
1.0,1.0,43.0,27.720800399780273,2.0
2.0,1.0,20.0,13.862500190734863,1.0
2.0,1.0,23.0,10.5,2.0
1.0,1.0,50.0,211.5,3.0
3.0,0.0,30.0,7.720799922943115,1.0
3.0,0.0,3.0,13.774999618530273,3.0
3.0,0.0,30.0,7.75,1.0
1.0,0.0,37.0,90.0,2.0
3.0,0.0,28.0,7.775000095367432,1.0
3.0,1.0,30.0,8.050000190734863,1.0
1.0,0.0,39.0,108.9000015258789,1.0
3.0,1.0,38.0,7.25,1.0
3.0,1.0,30.0,8.050000190734863,1.0
3.0,1.0,30.0,22.358299255371094,3.0
